CLAVE ENTIDAD,ENTIDAD,CLAVE MUNICIPIO,MUNICIPIO,PRODUCTO_ID,CULTIVO,SUPERFICE COSECHADA (ha),VOLUMEN DE LA PRODUCCIN (ton),VALOR DE LA PRODUCCIN (pesos),VALOR PROD/SUPCOSECHADA
9,Distrito Federal,8,La Magdalena Contreras,93100,Zarzamora,1,4,"39,689","39,689"
10,Durango,2,Canelas,90500,Trigo grano,1,4,"14,040","14,040"
12,Guerrero,42,Màrtir de Cuilapan,50800,AjonjolÕ,8,4,"70,423","8,803"
14,Jalisco,60,Mexticacàn,79600,Nuez,3,4,"176,040","58,680"
14,Jalisco,58,Mascota,58700,Càrtamo,4,4,"21,344","5,336"
10,Durango,19,Otàez,65300,Durazno,2,4,"43,660","21,830"
13,Hidalgo,36,San AgustÕn Metzquititlàn,75800,Manzana,1,4,"25,900","25,900"
15,M_xico,95,Tepotzotlàn,69400,Girasol,2,4,"24,975","12,488"
7,Chiapas,15,Cacahoatàn,71900,Hule hevea,4,4,"68,290","17,073"
9,Distrito Federal,8,La Magdalena Contreras,60200,Chabacano,2,4,"25,110","11,679"
9,Distrito Federal,11,Tlàhuac,56400,Betabel,1,4,"13,125","26,250"
14,Jalisco,15,Autlàn de Navarro,62200,Ciruela,2,4,"12,375","8,250"
9,Distrito Federal,4,Cuajimalpa de Morelos,58400,CapulÕn,4,4,"23,374","6,317"
13,Hidalgo,17,Chapantongo,65300,Durazno,4,4,"36,480","9,120"
13,Hidalgo,73,Tlanchinol,50600,Aguacate,1,4,"61,560","61,560"
17,Morelos,1,Amacuzac,56900,Cacahuate,2,4,"32,395","16,198"
15,M_xico,69,Papalotla,68400,Frijol,4,4,"40,637","10,159"
13,Hidalgo,34,Lolotla,54300,ArvejÑn,8,4,"49,408","5,882"
15,M_xico,17,Ayapango,68400,Frijol,4,4,"46,987","11,747"
15,M_xico,123,Luvianos,68400,Frijol,6,4,"41,030","6,838"
9,Distrito Federal,8,La Magdalena Contreras,71700,Hortalizas,1,4,"25,350","25,350"
11,Guanajuato,26,Romita,69400,Girasol,3,4,"26,325","8,775"
12,Guerrero,11,Atoyac de lvarez,72200,Jamaica,13,4,"82,413","6,339"
15,M_xico,33,Ecatepec de Morelos,59200,Cebada grano,2,4,"12,549","6,274"
5,Coahuila,19,Morelos,68400,Frijol,5,4,"51,350","10,270"
14,Jalisco,82,Sayula,79700,Nuez de castilla,4,4,"102,564","25,641"
7,Chiapas,103,Tuzantàn,68400,Frijol,4,4,"39,641","9,438"
12,Guerrero,61,Tixtla de Guerrero,73900,LimÑn,1,4,"12,469","12,469"
3,Baja California Sur,8,Los Cabos,74200,Litchi,1,4,"118,600","94,880"
5,Coahuila,36,Viesca,50700,Ajo,8,4,"140,000","17,500"
8,Chihuahua,41,Maguarichi,56900,Cacahuate,5,4,"35,800","7,160"
12,Guerrero,35,Iguala de La Independencia,70500,Guanàbana,1,4,"28,800","28,800"
13,Hidalgo,24,Huasca de Ocampo,56900,Cacahuate,3,4,"77,600","24,250"
13,Hidalgo,30,Ixmiquilpan,79600,Nuez,8,4,"128,000","16,000"
13,Hidalgo,45,Omitlàn de Juàrez,71100,Haba verde,2,4,"16,080","8,040"
14,Jalisco,95,Teuchitlàn,60600,ChÕa,5,4,"100,000","20,000"
14,Jalisco,102,Tonaya,56900,Cacahuate,5,4,"88,000","17,600"
15,M_xico,43,Xalatlaco,99800,Semilla de haba grano,2,4,"254,000","127,000"
15,M_xico,102,Timilpan,65300,Durazno,4,4,"36,000","9,000"
15,M_xico,107,Tonatico,71100,Haba verde,1,4,"16,000","16,000"
8,Chihuahua,19,Chihuahua,84800,Rabanito,1,4,"18,446","36,892"
16,Michoacàn,51,Marcos Castellanos,75800,Manzana,1,4,"34,080","68,160"
9,Distrito Federal,9,Milpa Alta,79700,Nuez de castilla,1,4,"108,650","108,650"
9,Distrito Federal,9,Milpa Alta,89300,Tejocote,1,4,"38,950","43,278"
13,Hidalgo,20,Eloxochitlàn,54300,ArvejÑn,10,4,"49,200","4,920"
14,Jalisco,88,Tecolotlàn,68400,Frijol,5,4,"38,950","7,790"
13,Hidalgo,20,Eloxochitlàn,61200,Chile verde,5,4,"26,496","5,760"
15,M_xico,99,Texcoco,90600,Semilla de trigo grano,3,4,"34,030","11,343"
12,Guerrero,28,Chilapa de lvarez,67400,Flor perrito,1,4,"26,254","52,508"
12,Guerrero,60,Tetipac,78300,Nanche,1,4,"21,000","21,000"
14,Jalisco,68,Villa PurificaciÑn,79200,Nopalitos,2,4,"13,272","6,636"
14,Jalisco,95,Teuchitlàn,60700,ChÕcharo,2,4,"12,600","6,300"
14,Jalisco,118,Yahualica de Gonzàlez Gallo,65300,Durazno,1,4,"83,370","83,370"
16,Michoacàn,91,TingÙindÕn,73900,LimÑn,2,4,"11,470","5,735"
15,M_xico,99,Texcoco,66000,Ejote,2,4,"14,770","9,847"
9,Distrito Federal,9,Milpa Alta,58400,CapulÕn,4,4,"27,707","6,927"
9,Distrito Federal,11,Tlàhuac,79700,Nuez de castilla,1,4,"109,973","109,973"
10,Durango,35,Tepehuanes,82300,Pera,1,4,"35,690","35,690"
14,Jalisco,84,Talpa de Allende,60600,ChÕa,9,4,"228,280","25,364"
8,Chihuahua,21,Delicias,68400,Frijol,3,4,"28,405","8,454"
6,Colima,2,Colima,62200,Ciruela,2,4,"37,400","18,700"
15,M_xico,120,Zumpango,58700,Càrtamo,8,4,"22,440","2,805"
7,Chiapas,82,Sitalà,74400,Macadamia,3,4,"137,200","45,733"
8,Chihuahua,52,Ojinaga,65300,Durazno,2,5,"81,000","40,500"
13,Hidalgo,16,Cuautepec de Hinojosa,58100,Canola,3,5,"29,475","9,825"
14,Jalisco,83,Tala,72200,Jamaica,6,5,"204,750","34,125"
14,Jalisco,107,Tuxcueca,75600,Mango,1,5,"15,750","15,750"
15,M_xico,40,Ixtapan de La Sal,70100,Granada,1,5,"19,125","19,125"
16,Michoacàn,57,Nocup_taro,78300,Nanche,3,5,"36,000","12,000"
15,M_xico,116,Zacazonapan,68400,Frijol,4,5,"59,150","16,900"
14,Jalisco,99,Tolimàn,73900,LimÑn,2,5,"19,690","9,845"
10,Durango,37,Topia,75600,Mango,1,5,"20,835","20,835"
15,M_xico,41,Ixtapan del Oro,73900,LimÑn,1,5,"21,150","21,150"
15,M_xico,69,Papalotla,59200,Cebada grano,3,5,"15,002","6,001"
16,Michoacàn,77,San Lucas,83500,Pitaya,2,5,"63,450","42,300"
7,Chiapas,37,Huehuetàn,68400,Frijol,5,5,"47,263","9,453"
9,Distrito Federal,4,Cuajimalpa de Morelos,79700,Nuez de castilla,1,5,"127,085","101,668"
14,Jalisco,79,GÑmez FarÕas,60600,ChÕa,7,5,"217,770","31,110"
7,Chiapas,102,Tuxtla Chico,71900,Hule hevea,6,5,"89,734","14,956"
13,Hidalgo,24,Huasca de Ocampo,57400,Calabacita,1,5,"27,360","27,360"
14,Jalisco,54,El LimÑn,68400,Frijol,6,5,"91,200","15,200"
16,Michoacàn,77,San Lucas,62200,Ciruela,4,5,"18,240","4,560"
5,Coahuila,21,Nadadores,68400,Frijol,5,5,"47,795","9,559"
12,Guerrero,15,Buenavista de Cu_llar,78300,Nanche,2,5,"18,634","9,317"
7,Chiapas,23,Chamula,89300,Tejocote,2,5,"17,569","8,785"
7,Chiapas,71,Villa Comaltitlàn,50800,AjonjolÕ,7,5,"78,240","11,506"
14,Jalisco,101,Tonalà,68400,Frijol,5,5,"49,392","9,878"
14,Jalisco,88,Tecolotlàn,56900,Cacahuate,5,5,"88,740","17,065"
13,Hidalgo,81,Zacualtipàn de ngeles,56900,Cacahuate,4,5,"37,050","9,750"
9,Distrito Federal,13,Xochimilco,89300,Tejocote,1,5,"54,203","49,275"
15,M_xico,31,Chimalhuacàn,68400,Frijol,5,5,"58,410","11,682"
13,Hidalgo,56,Santiago Tulantepec de Lugo Guerrero,68400,Frijol,15,5,"48,136","3,320"
1,Aguascalientes,4,CosÕo,50000,Aceituna,1,5,"47,500","47,500"
3,Baja California Sur,3,La Paz,62200,Ciruela,2,5,"15,250","7,625"
7,Chiapas,89,Tapachula,99600,Mangostàn,5,5,"350,000","70,000"
10,Durango,38,Vicente Guerrero,56900,Cacahuate,5,5,"115,000","23,000"
14,Jalisco,108,Tuxpan,73900,LimÑn,1,5,"18,057","36,114"
14,Jalisco,124,Zapotlanejo,68400,Frijol,7,5,"50,555","7,222"
15,M_xico,112,Villa del CarbÑn,75800,Manzana,1,5,"60,500","60,500"
15,M_xico,123,Luvianos,78500,Naranja,2,5,"12,625","8,417"
7,Chiapas,34,Frontera Comalapa,74200,Litchi,1,5,"102,000","102,000"
14,Jalisco,75,San Marcos,68400,Frijol,5,5,"99,450","19,890"
13,Hidalgo,81,Zacualtipàn de ngeles,54300,ArvejÑn,6,5,"39,216","6,536"
17,Morelos,1,Amacuzac,70600,Guayaba,1,5,"31,639","52,731"
10,Durango,23,Pueblo Nuevo,81000,Papa,2,5,"44,720","22,360"
12,Guerrero,59,Tepecoacuilco de Trujano,68400,Frijol,8,5,"52,180","6,523"
15,M_xico,41,Ixtapan del Oro,65300,Durazno,1,5,"32,240","32,240"
15,M_xico,66,Otzoloapan,56900,Cacahuate,4,5,"65,000","16,250"
9,Distrito Federal,8,La Magdalena Contreras,68400,Frijol,10,5,"80,847","8,422"
4,Campeche,1,CalkinÕ,50600,Aguacate,1,5,"29,758","29,758"
7,Chiapas,84,Solosuchiapa,57000,Cacao,19,5,"220,629","11,612"
16,Michoacàn,2,Aguililla,68400,Frijol,12,5,"43,630","3,636"
1,Aguascalientes,5,JesÏs MarÕa,75800,Manzana,2,5,"21,000","14,000"
13,Hidalgo,39,Mineral del Monte,65300,Durazno,2,5,"42,525","24,300"
11,Guanajuato,5,Apaseo El Grande,91200,Tuna,1,5,"14,937","14,937"
12,Guerrero,38,Zihuatanejo de Azueta,72200,Jamaica,25,5,"127,012","5,080"
15,M_xico,67,Otzolotepec,62200,Ciruela,2,5,"45,050","22,525"
5,Coahuila,10,Frontera,87700,Sorgo escobero,2,5,"14,098","9,399"
16,Michoacàn,80,Senguio,75800,Manzana,1,5,"35,337","70,674"
10,Durango,22,Poanas,60200,Chabacano,3,5,"21,600","7,200"
16,Michoacàn,80,Senguio,82300,Pera,1,5,"34,155","68,310"
16,Michoacàn,101,Tzitzio,68400,Frijol,9,5,"54,000","6,000"
17,Morelos,26,Tlayacapan,61200,Chile verde,1,5,"30,195","33,550"
3,Baja California Sur,3,La Paz,74200,Litchi,4,6,"82,500","23,571"
3,Baja California Sur,8,Los Cabos,66200,Eneldo,4,6,"83,485","20,871"
5,Coahuila,18,Monclova,90500,Trigo grano,2,6,"19,580","9,790"
9,Distrito Federal,11,Tlàhuac,71650,Hongos y setas,0,6,"192,500","2,406,250"
9,Distrito Federal,13,Xochimilco,63100,Col (repollo),1,6,"28,875","57,750"
12,Guerrero,28,Chilapa de lvarez,75600,Mango,1,6,"18,988","18,988"
15,M_xico,35,Huehuetoca,69400,Girasol,3,6,"37,463","12,488"
1,Aguascalientes,3,Calvillo,56900,Cacahuate,6,6,"68,070","11,345"
3,Baja California Sur,3,La Paz,80100,Or_gano,3,6,"72,845","24,282"
10,Durango,27,San Juan de Guadalupe,79600,Nuez,8,6,"336,000","42,000"
12,Guerrero,49,Pilcaya,75600,Mango,1,6,"18,480","18,480"
15,M_xico,52,Malinalco,75800,Manzana,1,6,"22,400","22,400"
15,M_xico,113,Villa Guerrero,56900,Cacahuate,2,6,"70,000","35,000"
12,Guerrero,55,Taxco de AlarcÑn,78900,NÕspero,2,6,"11,598","5,799"
14,Jalisco,6,Ameca,60600,ChÕa,12,6,"310,200","25,850"
9,Distrito Federal,4,Cuajimalpa de Morelos,68100,Frambuesa,2,6,"68,590","39,194"
13,Hidalgo,67,Tezontepec de Aldama,62000,Semilla de cilantro,3,6,"54,207","18,069"
14,Jalisco,103,Tonila,68400,Frijol,4,6,"37,050","9,263"
7,Chiapas,88,Sunuapa,68400,Frijol,14,6,"70,315","5,209"
3,Baja California Sur,8,Los Cabos,70600,Guayaba,2,6,"37,213","18,606"
13,Hidalgo,59,Tecozautla,92900,Zapote,1,6,"16,675","16,675"
15,M_xico,32,Donato Guerra,82300,Pera,1,6,"47,500","47,500"
12,Guerrero,23,Cuajinicuilapa,72200,Jamaica,16,6,"110,790","6,924"
14,Jalisco,5,Amatitàn,68400,Frijol,6,6,"120,782","20,130"
5,Coahuila,9,Francisco I. Madero,68400,Frijol,2,6,"40,600","20,300"
10,Durango,4,Cuencam_,65300,Durazno,1,6,"41,760","41,760"
14,Jalisco,115,Villa Guerrero,56900,Cacahuate,6,6,"66,930","11,155"
9,Distrito Federal,8,La Magdalena Contreras,71650,Hongos y setas,0,6,"209,508","2,095,076"
14,Jalisco,66,Poncitlàn,60600,ChÕa,8,6,"321,200","40,150"
9,Distrito Federal,11,Tlàhuac,60200,Chabacano,3,6,"44,018","14,673"
12,Guerrero,74,Zitlala,87700,Sorgo escobero,15,6,"32,556","2,170"
15,M_xico,54,Metepec,75000,Semilla de maÕz grano,3,6,"202,075","67,358"
14,Jalisco,113,San Gabriel,73800,Lima,1,6,"17,139","23,161"
14,Jalisco,94,Tequila,57700,Calabaza semilla o chihua,4,6,"256,928","64,232"
8,Chihuahua,36,Jim_nez,58700,Càrtamo,6,6,"20,790","3,465"
16,Michoacàn,99,Tuzantla,50800,AjonjolÕ,7,6,"104,125","14,875"
12,Guerrero,65,Tlalixtaquilla de Maldonado,83400,Pitahaya,7,6,"48,276","7,427"
12,Guerrero,68,La UniÑn de Isidoro Montes de Oca,72200,Jamaica,28,6,"146,231","5,223"
2,Baja California,5,Playas de Rosarito,88900,Tangelo,2,6,"18,018","9,009"
7,Chiapas,34,Frontera Comalapa,50600,Aguacate,1,6,"28,195","28,195"
8,Chihuahua,2,Aldama,92700,Zanahoria,1,6,"15,000","30,000"
8,Chihuahua,19,Chihuahua,73300,Lechuga,1,6,"18,600","37,200"
8,Chihuahua,38,Julimes,74900,MaÕz grano,2,6,"22,800","15,200"
9,Distrito Federal,9,Milpa Alta,60200,Chabacano,3,6,"45,300","15,100"
9,Distrito Federal,11,Tlàhuac,84800,Rabanito,1,6,"32,100","32,100"
10,Durango,16,Nombre de Dios,75800,Manzana,1,6,"36,600","36,600"
11,Guanajuato,15,Guanajuato,61200,Chile verde,0,6,"39,000","487,500"
12,Guerrero,50,Pungarabato,62200,Ciruela,3,6,"21,050","7,017"
13,Hidalgo,19,Chilcuautla,90500,Trigo grano,1,6,"21,000","21,000"
13,Hidalgo,64,Tepetitlàn,65300,Durazno,1,6,"51,600","51,600"
14,Jalisco,46,Jalostotitlàn,91200,Tuna,1,6,"24,600","24,600"
14,Jalisco,54,El LimÑn,56900,Cacahuate,6,6,"120,000","20,000"
14,Jalisco,54,El LimÑn,72400,JÕcama,1,6,"12,000","24,000"
14,Jalisco,99,Tolimàn,88800,Tamarindo,2,6,"39,000","26,000"
15,M_xico,74,San Felipe del Progreso,60700,ChÕcharo,1,6,"45,600","45,600"
16,Michoacàn,22,Charo,68400,Frijol,10,6,"72,000","7,200"
8,Chihuahua,19,Chihuahua,92700,Zanahoria,1,6,"23,439","46,878"
5,Coahuila,34,Sierra Mojada,68400,Frijol,14,6,"51,170","3,655"
12,Guerrero,46,Ometepec,57100,Caf_ cereza,5,6,"30,990","6,198"
15,M_xico,105,Tlatlaya,78500,Naranja,4,6,"17,690","5,054"
7,Chiapas,34,Frontera Comalapa,75500,Mandarina,2,6,"13,340","6,670"
12,Guerrero,17,Cocula,50800,AjonjolÕ,9,6,"80,294","8,922"
13,Hidalgo,73,Tlanchinol,61200,Chile verde,7,6,"52,020","7,650"
9,Distrito Federal,8,La Magdalena Contreras,71100,Haba verde,3,6,"37,761","12,587"
5,Coahuila,7,Cuatro Ci_negas,57600,Calabaza,1,6,"27,675","27,675"
16,Michoacàn,59,Nuevo Urecho,78300,Nanche,2,6,"40,608","20,304"
8,Chihuahua,16,La Cruz,68400,Frijol,5,6,"40,495","8,132"
12,Guerrero,2,Ahuacuotzingo,50800,AjonjolÕ,13,6,"109,419","8,582"
12,Guerrero,71,Xochistlahuaca,57100,Caf_ cereza,6,6,"36,679","6,113"
15,M_xico,10,Apaxco,58700,Càrtamo,3,6,"36,540","12,180"
6,Colima,6,Ixtlahuacàn,62200,Ciruela,8,6,"51,352","6,419"
12,Guerrero,4,Alcozauca de Guerrero,75600,Mango,1,6,"15,776","21,035"
14,Jalisco,6,Ameca,83500,Pitaya,2,6,"111,360","55,680"
14,Jalisco,41,HuejÏcar,68400,Frijol,16,6,"54,400","3,400"
17,Morelos,29,Yautepec,57100,Caf_ cereza,4,6,"26,376","6,594"
15,M_xico,93,Tepetlaoxtoc,82300,Pera,1,6,"31,829","31,829"
15,M_xico,11,Atenco,65300,Durazno,1,6,"39,690","39,690"
9,Distrito Federal,11,Tlàhuac,63100,Col (repollo),1,7,"26,000","52,000"
11,Guanajuato,1,Abasolo,65300,Durazno,1,7,"23,450","23,450"
13,Hidalgo,32,Jaltocàn,68400,Frijol,13,7,"89,700","6,900"
13,Hidalgo,39,Mineral del Monte,82300,Pera,1,7,"53,300","53,300"
14,Jalisco,90,Tenamaxtlàn,68400,Frijol,7,7,"78,000","11,143"
15,M_xico,66,Otzoloapan,68400,Frijol,5,7,"87,750","17,550"
15,M_xico,110,Valle de Bravo,65300,Durazno,1,7,"24,700","24,700"
16,Michoacàn,104,Villamar,70600,Guayaba,1,7,"45,441","72,129"
12,Guerrero,31,General Canuto A. Neri,68400,Frijol,8,7,"61,203","7,650"
15,M_xico,104,Tlalnepantla de Baz,68400,Frijol,8,7,"98,403","12,300"
13,Hidalgo,20,Eloxochitlàn,75400,Mamey,2,7,"42,770","21,385"
15,M_xico,5,Almoloya de Juàrez,75000,Semilla de maÕz grano,11,7,"221,483","20,135"
14,Jalisco,104,Totatiche,56900,Cacahuate,7,7,"75,900","10,843"
16,Michoacàn,111,Ziracuaretiro,74400,Macadamia,2,7,"50,145","25,073"
15,M_xico,17,Ayapango,71000,Haba grano,3,7,"106,037","35,346"
14,Jalisco,62,Mixtlàn,68400,Frijol,6,7,"131,488","23,907"
8,Chihuahua,35,Janos,62200,Ciruela,2,7,"46,437","24,186"
7,Chiapas,108,Villaflores,56900,Cacahuate,5,7,"77,625","17,250"
12,Guerrero,3,Ajuchitlàn del Progreso,78300,Nanche,4,7,"33,225","8,860"
15,M_xico,80,Sultepec,88800,Tamarindo,2,7,"26,475","13,237"
13,Hidalgo,34,Lolotla,61200,Chile verde,7,7,"51,452","7,146"
3,Baja California Sur,8,Los Cabos,60700,ChÕcharo,3,7,"35,180","11,727"
5,Coahuila,14,Jim_nez,55100,Avena grano,4,7,"17,014","4,253"
10,Durango,5,Durango,60700,ChÕcharo,4,7,"37,400","9,350"
14,Jalisco,84,Talpa de Allende,60700,ChÕcharo,2,7,"54,800","27,400"
13,Hidalgo,68,Tianguistengo,54300,ArvejÑn,8,7,"54,810","7,212"
11,Guanajuato,15,Guanajuato,89700,Tomate rojo (jitomate),0,7,"35,672","509,600"
12,Guerrero,12,Ayutla de Los Libres,57100,Caf_ cereza,7,7,"54,786","7,827"
7,Chiapas,37,Huehuetàn,88700,Tabaco,6,7,"137,034","22,839"
11,Guanajuato,27,Salamanca,61900,Cilantro,2,7,"19,320","8,400"
14,Jalisco,51,Juanacatlàn,60600,ChÕa,10,7,"382,950","38,295"
13,Hidalgo,79,Xochicoatlàn,54300,ArvejÑn,14,7,"93,264","6,568"
2,Baja California,1,Ensenada,88900,Tangelo,2,7,"35,700","17,850"
11,Guanajuato,36,Santiago MaravatÕo,61900,Cilantro,2,7,"32,200","16,100"
12,Guerrero,7,Arcelia,78300,Nanche,1,7,"40,054","40,054"
12,Guerrero,41,Malinaltepec,82300,Pera,8,7,"33,875","4,234"
12,Guerrero,62,Tlacoachistlahuaca,72200,Jamaica,25,7,"131,220","5,249"
15,M_xico,49,Joquicingo,79700,Nuez de castilla,2,7,"196,000","98,000"
15,M_xico,123,Luvianos,70600,Guayaba,2,7,"46,200","23,100"
12,Guerrero,10,Atlixtac,69000,Garbanzo grano,13,7,"71,857","5,527"
12,Guerrero,9,Atlamajalcingo del Monte,73900,LimÑn,2,7,"30,600","20,400"
14,Jalisco,24,Cocula,68400,Frijol,8,7,"96,915","12,922"
10,Durango,37,Topia,90500,Trigo grano,2,7,"26,980","13,490"
15,M_xico,88,Tenancingo,93100,Zarzamora,1,7,"90,028","90,028"
12,Guerrero,14,Benito Juàrez,73900,LimÑn,1,7,"26,953","26,953"
11,Guanajuato,4,Apaseo El Alto,65300,Durazno,1,7,"45,702","45,702"
14,Jalisco,86,Tapalpa,68100,Frambuesa,0,7,"107,250","238,333"
10,Durango,9,GuanacevÕ,65300,Durazno,6,7,"36,000","6,000"
14,Jalisco,87,Tecalitlàn,68900,Garbanzo forrajero,4,7,"7,200","1,800"
15,M_xico,123,Luvianos,75600,Mango,1,7,"21,600","21,600"
16,Michoacàn,38,Huetamo,68400,Frijol,6,7,"87,120","14,520"
15,M_xico,9,Amecameca,71000,Haba grano,3,7,"116,160","38,720"
14,Jalisco,58,Mascota,68400,Frijol,8,7,"140,423","17,553"
10,Durango,16,Nombre de Dios,75000,Semilla de maÕz grano,1,7,"94,770","94,770"
12,Guerrero,51,Quechultenango,88800,Tamarindo,2,7,"39,267","19,633"
13,Hidalgo,33,Juàrez Hidalgo,61200,Chile verde,9,7,"43,860","5,160"
12,Guerrero,48,Petatlàn,72200,Jamaica,29,7,"171,981","5,930"
3,Baja California Sur,3,La Paz,68400,Frijol,10,7,"73,606","7,361"
15,M_xico,5,Almoloya de Juàrez,68400,Frijol,7,7,"55,125","7,875"
7,Chiapas,40,Huixtla,68400,Frijol,8,7,"73,157","9,145"
7,Chiapas,87,Suchiate,50800,AjonjolÕ,16,7,"117,760","7,360"
9,Distrito Federal,4,Cuajimalpa de Morelos,71100,Haba verde,4,7,"45,385","11,346"
12,Guerrero,55,Taxco de AlarcÑn,78500,Naranja,2,7,"22,275","11,138"
13,Hidalgo,10,Atitalaquia,90500,Trigo grano,2,7,"20,720","10,360"
12,Guerrero,55,Taxco de AlarcÑn,71000,Haba grano,4,7,"110,159","31,031"
2,Baja California,1,Ensenada,79700,Nuez de castilla,5,8,"43,500","8,700"
7,Chiapas,48,Juàrez,68400,Frijol,17,8,"91,875","5,326"
8,Chihuahua,60,Santa Bàrbara,61200,Chile verde,0,8,"30,375","121,500"
11,Guanajuato,10,Coroneo,79200,Nopalitos,1,8,"25,592","25,592"
11,Guanajuato,20,LeÑn,82100,Pepino,0,8,"37,500","150,000"
12,Guerrero,9,Atlamajalcingo del Monte,78500,Naranja,1,8,"37,395","37,395"
12,Guerrero,55,Taxco de AlarcÑn,92900,Zapote,1,8,"18,750","18,750"
14,Jalisco,14,Atoyac,61900,Cilantro,2,8,"25,875","12,938"
14,Jalisco,54,El LimÑn,59400,Cebolla,0,8,"30,000","120,000"
14,Jalisco,61,Mezquitic,56900,Cacahuate,10,8,"76,500","7,650"
14,Jalisco,79,GÑmez FarÕas,70100,Granada,3,8,"51,000","17,000"
15,M_xico,96,Tequixquiac,69400,Girasol,3,8,"50,250","16,750"
15,M_xico,111,Villa de Allende,82300,Pera,1,8,"30,000","30,000"
16,Michoacàn,97,Turicato,72200,Jamaica,15,8,"184,220","12,281"
16,Michoacàn,101,Tzitzio,77550,Moringa,5,8,"45,000","9,000"
15,M_xico,86,Temascaltepec,78500,Naranja,1,8,"23,343","23,343"
7,Chiapas,49,Larràinzar,50600,Aguacate,2,8,"48,951","24,476"
5,Coahuila,16,Lamadrid,65300,Durazno,5,8,"97,660","19,532"
5,Coahuila,20,MÏzquiz,68400,Frijol,15,8,"76,002","5,067"
7,Chiapas,70,El Porvenir,65300,Durazno,3,8,"51,680","20,672"
13,Hidalgo,14,Calnali,61200,Chile verde,8,8,"59,280","7,410"
14,Jalisco,20,Cabo Corrientes,79050,Noni,2,8,"49,628","24,814"
14,Jalisco,37,El Grullo,83500,Pitaya,2,8,"94,088","47,044"
16,Michoacàn,3,lvaro ObregÑn,50600,Aguacate,2,8,"86,760","43,380"
13,Hidalgo,77,Tulancingo de Bravo,90500,Trigo grano,5,8,"20,655","4,590"
12,Guerrero,55,Taxco de AlarcÑn,57700,Calabaza semilla o chihua,27,8,"199,940","7,545"
13,Hidalgo,12,Atotonilco El Grande,59200,Cebada grano,7,8,"23,878","3,411"
7,Chiapas,70,El Porvenir,90500,Trigo grano,8,8,"31,579","3,947"
10,Durango,22,Poanas,62200,Ciruela,6,8,"39,000","6,500"
13,Hidalgo,21,Emiliano Zapata,68400,Frijol,12,8,"66,300","5,525"
15,M_xico,122,Valle de Chalco Solidaridad,68400,Frijol,6,8,"92,698","15,450"
17,Morelos,17,Puente de Ixtla,61200,Chile verde,1,8,"24,960","24,960"
12,Guerrero,40,Leonardo Bravo,75600,Mango,1,8,"24,853","24,853"
15,M_xico,75,San MartÕn de Las Piràmides,74500,Maguey pulquero (miles de lts.),1,8,"27,240","45,399"
8,Chihuahua,21,Delicias,61100,Chile seco,3,8,"472,200","168,043"
13,Hidalgo,82,Zapotlàn de Juàrez,68400,Frijol,13,8,"75,443","6,035"
14,Jalisco,101,Tonalà,89800,Tomate verde,1,8,"31,908","31,908"
14,Jalisco,83,Tala,65300,Durazno,2,8,"63,600","42,400"
2,Baja California,1,Ensenada,68400,Frijol,4,8,"64,000","16,000"
3,Baja California Sur,3,La Paz,61900,Cilantro,1,8,"38,400","38,400"
11,Guanajuato,26,Romita,53500,AnÕs,8,8,"240,000","30,000"
13,Hidalgo,24,Huasca de Ocampo,89800,Tomate verde,2,8,"71,200","35,600"
13,Hidalgo,28,Huejutla de Reyes,75500,Mandarina,1,8,"6,400","6,400"
13,Hidalgo,53,San Bartolo Tutotepec,56900,Cacahuate,8,8,"152,000","19,000"
14,Jalisco,59,Mazamitla,70600,Guayaba,2,8,"44,000","22,000"
14,Jalisco,81,Santa MarÕa de Los ngeles,79700,Nuez de castilla,2,8,"200,000","100,000"
15,M_xico,82,Tejupilco,68400,Frijol,20,8,"120,000","6,000"
15,M_xico,110,Valle de Bravo,68100,Frambuesa,2,8,"112,000","56,000"
15,M_xico,112,Villa del CarbÑn,68100,Frambuesa,2,8,"228,000","114,000"
15,M_xico,114,Villa Victoria,62200,Ciruela,2,8,"36,440","18,220"
15,M_xico,114,Villa Victoria,75800,Manzana,2,8,"56,000","28,000"
15,M_xico,118,Zinacantepec,75000,Semilla de maÕz grano,7,8,"249,400","35,629"
16,Michoacàn,14,Coahuayana,68400,Frijol,10,8,"72,000","7,200"
17,Morelos,26,Tlayacapan,70600,Guayaba,1,8,"48,748","48,748"
2,Baja California,4,Tijuana,78500,Naranja,2,8,"16,020","8,010"
5,Coahuila,8,Escobedo,74900,MaÕz grano,6,8,"27,704","4,617"
12,Guerrero,7,Arcelia,70600,Guayaba,1,8,"56,117","56,117"
12,Guerrero,14,Benito Juàrez,50800,AjonjolÕ,13,8,"97,311","7,485"
12,Guerrero,75,Eduardo Neri,70600,Guayaba,3,8,"28,083","11,233"
12,Guerrero,62,Tlacoachistlahuaca,57100,Caf_ cereza,8,8,"46,868","5,859"
15,M_xico,20,Coacalco de Berriozàbal,74900,MaÕz grano,2,8,"28,609","14,305"
16,Michoacàn,93,Tlalpujahua,62200,Ciruela,1,8,"37,163","37,163"
13,Hidalgo,33,Juàrez Hidalgo,54300,ArvejÑn,22,8,"98,857","4,598"
13,Hidalgo,3,Actopan,71100,Haba verde,2,8,"30,266","20,177"
8,Chihuahua,35,Janos,82300,Pera,1,8,"115,600","115,600"
10,Durango,5,Durango,82100,Pepino,1,8,"49,200","49,200"
